Age,Annual_Income,Credit_Score,Loan_Amount,Employment_Years,Debt_To_Income_Ratio,Dependents,Approved
55,68,682,19,30,0.7959358380543545,5,0
32,125,382,87,37,0.4614929614915926,4,0
68,53,391,94,7,0.5830927434640357,2,0
20,103,469,47,24,0.25457731821392604,3,0
24,63,604,57,26,0.9157638641811174,4,0
27,130,341,48,22,0.07009829885928875,2,0
32,71,807,94,10,0.8189071135374598,3,0
56,185,565,52,29,0.9717167390660514,3,0
64,28,588,71,24,0.20290579555517785,5,0
42,114,315,42,12,0.5879898582402607,1,0
38,119,365,81,31,0.1786477875583583,3,0
44,62,596,78,18,0.7193225538047202,1,0
54,78,401,41,4,0.1769529692998537,0,0
46,47,802,12,19,0.8326659498270857,1,0
67,176,681,48,20,0.33479554097365893,3,1
30,186,553,34,29,0.752635685349068,5,0
68,122,753,24,11,0.4878248502545447,4,1
19,102,824,28,28,0.5339564085805625,0,0
69,139,807,80,29,0.7403940300078714,1,0
43,62,373,44,12,0.5527518332351261,4,0
38,120,744,72,1,0.20208246274020392,2,1
18,54,533,93,8,0.6150148583670825,0,0
40,120,737,69,30,0.2682713439554112,1,1
36,123,605,66,31,0.0686202889474109,0,1
56,80,437,82,9,0.7412642565144733,5,0
50,43,455,62,39,0.99761683604055,5,0
64,28,501,82,20,0.003281789235718091,4,1
58,194,562,56,29,0.5230679574077278,4,1
62,42,361,75,12,0.6586486971498026,1,0
45,158,346,43,14,0.3321070115377964,0,0
42,54,627,75,23,0.05345354780486755,2,1
45,85,508,66,18,0.7762777549589974,1,0
37,107,455,17,7,0.15169044906928097,3,0
59,144,706,88,33,0.7420708576995805,1,0
22,53,711,38,25,0.3362259729920992,0,1
68,110,670,14,10,0.485969647463809,4,1
23,115,535,22,19,0.19144529170927171,5,0
70,144,743,44,17,0.36239345201381123,2,1
45,159,707,53,1,0.2816037491030493,2,1
70,188,476,63,23,0.31195000918581606,0,0
42,156,831,39,37,0.6070000009781692,2,0
38,136,569,27,6,0.37036215555765917,4,0
61,77,346,70,12,0.8006774357301496,1,0
69,185,739,93,5,0.17405033038656315,0,1
53,96,356,86,39,0.04656946986243726,3,0
36,138,300,41,9,0.24725108988378153,0,0
43,41,777,85,11,0.3935144201304498,0,0
62,60,429,86,32,0.9619105848602607,0,0
30,41,694,63,0,0.9488968030354351,1,0
45,21,380,55,35,0.39951429804681604,1,0
33,179,593,25,24,0.4968160805399847,3,0
32,72,667,92,13,0.8899288171885065,4,0
55,57,791,90,11,0.5235653776177764,0,0
39,114,613,26,39,0.25694851158084764,1,1
39,186,663,56,12,0.28710817984400683,4,1
56,34,322,36,10,0.27174978672052563,3,0
52,160,606,37,16,0.6550913108473859,4,0
22,117,534,7,25,0.5055201186300413,2,0
30,50,730,69,30,0.054268370732436844,0,0
64,80,376,81,31,0.4815050931776321,1,1
33,102,571,18,2,0.3405507114390913,4,0
68,199,375,66,26,0.4501898259776145,1,0
66,134,567,38,24,0.9493277785454594,1,0
62,57,753,58,23,0.7241589492063322,5,0
40,162,392,43,18,0.07394868986970127,4,0
37,45,609,54,18,0.037961360962912805,3,0
29,192,313,12,10,0.18623220476421387,5,0
33,146,502,55,8,0.22881157635653881,4,0
25,145,717,78,22,0.4637148457639457,4,1
36,184,777,66,19,0.892492460003309,3,0
54,100,316,94,36,0.23463988831306115,5,1
52,72,459,92,40,0.4214654484493091,4,0
40,153,532,83,1,0.7006122236383164,3,0
29,94,474,80,24,0.06859349040789575,2,0
58,172,814,70,36,0.13288848920486762,4,1
67,156,507,97,35,0.11309712809625783,0,0
39,171,711,43,10,0.34767667331450003,5,1
28,44,656,42,23,0.13562095950459574,3,0
64,135,557,95,0,0.9980205148205229,2,0
58,58,341,65,1,0.3546627517649591,3,0
46,199,727,14,36,0.9365694249033396,5,0
27,158,826,35,1,0.9248741686627325,2,0
53,198,386,36,16,0.6605560446012119,2,0
23,61,530,96,38,0.9447092237258122,2,0
62,25,589,5,9,0.2654965638385357,1,0
19,159,740,11,33,0.3037614660177791,1,1
20,73,477,99,7,0.8888294422179488,5,0
56,148,541,45,14,0.301620737085333,3,0
36,83,325,64,37,0.014488680595083236,4,0
21,108,636,88,15,0.10042955663088793,2,1
64,69,426,77,26,0.3377349354815543,3,0
49,36,689,27,23,0.30478899967357986,2,0
49,97,601,22,39,0.382722160427296,1,1
23,146,466,54,20,0.8616366233543087,5,0
38,145,838,59,30,0.5744275972572762,4,0
57,183,624,29,28,0.07885556237796953,4,1
57,53,346,5,28,0.22001259865138545,2,0
28,64,355,43,4,0.2844611586558179,1,0
36,182,472,53,21,0.40974688685738503,5,0
36,148,547,11,10,0.7847144306310921,5,0
40,85,557,26,12,0.7436376655597196,2,0
40,63,316,48,0,0.7595556035068329,0,0
24,112,516,19,9,0.9360867359127264,0,0
31,116,681,7,13,0.11263272041148176,2,1
47,126,812,8,35,0.4639471897642874,5,1
45,185,628,93,20,0.6811289513243032,4,0
19,181,354,93,29,0.10482584952249274,4,0
21,101,394,65,7,0.22995738430698542,3,0
46,106,643,6,38,0.7861429818692648,5,0
22,161,658,71,9,0.8889728842800945,2,0
39,159,572,56,14,0.41405559123881364,0,0
62,165,761,7,36,0.014979747471701721,3,1
49,22,821,5,32,0.5723078714556808,0,0
23,127,635,72,25,0.2221891762083007,0,1
38,39,804,69,36,0.7649392396719134,1,0
48,51,632,10,0,0.22322939186093316,5,1
58,128,546,56,1,0.4273110417874867,2,0
55,91,800,36,5,0.8132842131676772,4,0
66,178,354,81,15,0.6467712888159438,1,0
69,57,482,34,33,0.8651908131499447,5,0
47,197,543,24,6,0.1165207472913764,1,0
70,69,640,56,12,0.6499706222505548,0,0
34,184,454,56,14,0.32501382202250084,3,0
68,138,331,64,31,0.49241561412854695,5,0
28,33,476,71,39,0.3817794385098544,3,0
41,108,815,68,5,0.2607086389937505,3,1
52,158,445,19,19,0.44048168929841414,5,1
66,154,606,19,37,0.33101534913102537,4,1
25,107,758,36,4,0.8550110090037315,5,0
41,185,461,35,24,0.5159390064656842,4,1
21,128,821,72,4,0.3632569373481609,4,1
34,73,737,54,16,0.9761813997282548,2,0
25,98,431,56,5,0.12854067750164588,0,0
29,97,608,91,34,0.8239170278274891,0,0
64,128,577,96,26,0.042352650887856114,1,0
50,73,567,47,27,0.9776800882040687,5,0
59,155,607,67,3,0.6014901356630435,1,0
38,119,479,42,21,0.4549596643662088,2,0
66,125,529,58,17,0.9076462659883302,3,0
63,174,446,53,14,0.32866513110544526,2,0
54,132,513,18,36,0.32332010374864084,2,0
27,67,491,40,5,0.06416621811108492,3,0
70,163,461,18,23,0.7721756842822425,0,0
67,149,840,41,29,0.4848461869924896,4,1
42,78,332,59,21,0.761313774539245,5,0
46,200,501,63,27,0.02590130747897279,5,0
67,162,568,13,1,0.5734499862265204,3,0
42,91,772,23,11,0.1617073461353562,3,1
40,134,777,53,24,0.2776172817729814,5,1
59,70,320,11,26,0.6670682182517874,0,0
57,162,503,86,29,0.3481574401440862,0,0
53,176,529,85,2,0.8183383356344703,4,0
61,176,505,98,20,0.988487145033841,1,0
50,118,849,29,13,0.8157960756711387,1,0
41,111,815,40,27,0.5320178191119393,3,0
20,138,477,73,19,0.537831711172414,0,0
51,44,741,81,1,0.20342750215413752,1,0
33,156,404,69,1,0.8844574755605131,1,0
26,140,849,91,38,0.6646272899165588,5,0
36,91,323,73,38,0.8457959326969645,0,0
68,77,533,50,8,0.4356650207016327,4,0
49,87,688,50,36,0.3225061889878198,1,1
25,145,423,23,3,0.7291667028105845,5,0
35,31,433,57,14,0.8645077608445592,2,0
51,164,772,19,15,0.7940037392048925,5,0
21,116,394,76,14,0.3941561801339458,2,0
57,81,445,88,27,0.6400346239421308,4,0
67,59,782,56,27,0.2386791068743811,1,1
18,168,742,31,31,0.24371864558138012,2,1
20,44,485,14,16,0.8970027943777118,4,0
60,154,386,25,5,0.5752629890508375,3,0
31,23,727,17,38,0.025704860109661,5,0
61,49,315,97,17,0.6064636851755649,4,0
57,52,446,83,22,0.3093668671363111,1,0
26,29,665,75,30,0.6900291134218228,1,1
37,103,587,91,7,0.4407494003715766,5,0
43,174,734,45,38,0.9696617587527658,0,0
26,69,665,40,22,0.10966422149279831,1,1
44,82,598,52,7,0.09382730657596439,5,0
38,91,500,23,5,0.06849707476267897,2,0
34,49,564,66,36,0.7662316622037167,3,0
25,22,754,52,27,0.36162845934026266,0,0
59,87,843,10,7,0.7625761980935596,5,0
30,58,398,75,27,0.7378998719514395,2,0
44,166,575,36,3,0.06648680301487198,5,0
46,34,345,89,12,0.04874485535375528,4,0
25,58,497,18,3,0.9149150410844089,2,0
21,185,736,12,23,0.9518083880692424,0,0
25,69,555,27,17,0.7409559150623704,3,0
70,125,465,86,38,0.18813912080632267,5,0
62,160,783,77,21,0.9287724255838811,0,0
38,175,337,95,10,0.11876741294061999,5,0
36,142,793,12,31,0.8002566793044507,0,0
20,92,688,22,15,0.3096016481329835,4,1
37,100,320,86,29,0.4766639996195743,2,0
25,107,594,71,33,0.738204303607289,2,0
19,146,396,59,5,0.6413188801631883,1,0
41,195,477,31,22,0.8800566733340838,4,0
38,133,465,17,31,0.9350876800409245,4,0
64,166,586,17,25,0.2121972555164029,0,0
68,190,353,67,9,0.36325144712146296,5,0
25,90,412,80,11,0.7439037629159088,4,0
43,52,789,7,23,0.9485590004657604,4,0
43,64,542,18,28,0.6183153022315322,0,0
56,155,427,58,8,0.49955901015478954,1,0
18,141,799,72,6,0.4961664052164009,1,1
18,112,323,80,22,0.030980953277861878,2,0
24,43,383,61,7,0.41855097516677664,1,0
23,157,410,85,22,0.7553880773055249,5,0
61,175,688,11,28,0.48606212432295026,4,1
70,98,846,5,31,0.8152052811654619,5,0
47,189,636,94,0,0.27373585884983864,1,1
48,155,351,40,32,0.8136558200290593,2,0
63,48,503,34,12,0.8241625389120266,2,0
64,174,585,35,37,0.586048808412427,1,0
31,143,374,34,27,0.008679241595875187,1,0
44,127,611,61,21,0.6651983700291831,0,0
55,73,798,73,7,0.310293419286774,2,1
59,183,499,53,6,0.006393752076019554,1,0
51,151,368,80,4,0.17375569622982334,4,0
68,107,662,46,1,0.6616048816209097,5,0
42,91,754,5,33,0.6043266122968982,5,0
62,32,313,48,32,0.6101530838991386,5,0
24,170,686,41,18,0.4666458007513755,1,1
64,198,500,93,31,0.18082533115237387,3,0
25,189,311,90,10,0.9978670249135722,2,0
66,200,764,11,12,0.6146456795311703,3,0
58,109,676,87,16,0.2416379480773777,3,1
32,133,421,23,31,0.8615549046702311,2,0
37,44,392,54,25,0.5920248165277222,4,0
33,193,432,75,9,0.4095211472601892,2,0
26,106,675,11,21,0.05046847108161234,4,1
43,46,332,8,38,0.8618149048230889,4,0
66,172,409,31,1,0.8527786766315614,4,0
27,42,733,11,39,0.39258940090865946,4,0
39,106,424,75,8,0.6310593315181711,5,1
57,155,721,8,39,0.8647255695179893,1,0
63,40,828,43,16,0.15242899110855834,0,0
25,93,701,89,32,0.21010544950502152,2,1
24,90,624,31,2,0.674594235735587,0,0
69,95,735,72,39,0.6177062213946729,0,0
25,174,449,42,3,0.402122591549645,4,0
36,153,469,81,1,0.5777914549604904,0,0
33,146,564,67,30,0.8335120997416551,2,0
38,158,381,57,28,0.6340467674692488,5,0
26,174,477,56,34,0.7102863387138983,4,0
43,54,390,67,9,0.5415525473761613,2,0
51,169,690,36,27,0.6959581889000698,1,0
22,137,319,45,3,0.3529533315547776,4,1
39,32,764,23,35,0.09754829412909971,2,0
29,186,585,38,31,0.747691009128637,2,0
66,183,376,7,39,0.16313091498177135,3,0
38,85,441,26,32,0.1260063866336738,2,0
56,42,768,56,11,0.7626530893451102,5,1
67,23,837,68,12,0.012904196997515771,5,0
49,126,424,16,33,0.3638272935633775,1,0
56,63,554,81,35,0.3232514760005911,1,0
57,72,647,80,3,0.4851029839390655,1,1
46,88,810,45,14,0.24794514375408117,1,1
62,181,597,55,34,0.6034992949717009,5,0
45,59,655,89,3,0.7887494790012712,2,0
50,179,406,86,21,0.9816874344919869,2,0
27,50,795,7,5,0.0009649618435639828,2,0
34,139,576,38,26,0.9648941234778153,0,0
18,78,322,88,40,0.33294036042219133,3,0
58,166,377,13,35,0.5971993526591379,2,0
20,108,749,46,3,0.19656637671020738,3,1
26,130,455,71,4,0.3852582801062605,3,0
62,46,463,38,39,0.6869609549868446,5,0
54,33,528,69,15,0.33336663807619626,5,0
21,90,473,64,12,0.3790302616459803,3,0
22,68,593,49,32,0.9501896169973988,4,0
35,200,671,58,16,0.9617436881703674,1,0
38,165,774,6,29,0.6197120567473473,5,0
24,135,742,35,13,0.907719023250521,1,0
64,190,745,58,29,0.7765319427707897,5,0
58,180,722,92,19,0.14118598457971832,1,1
20,104,502,66,16,0.572529873623784,1,0
59,117,627,19,8,0.3746338696028665,2,1
58,72,805,52,32,0.8203613483958251,4,0
69,178,670,53,35,0.3445426667985926,1,1
55,182,840,74,5,0.47942183411274975,1,1
21,84,553,23,39,0.9095626601275719,1,0
70,197,340,61,18,0.3956714921368296,4,0
45,136,304,88,20,0.09909645036243164,1,0
41,58,372,46,21,0.9918567952477084,5,0
47,147,572,66,2,0.22291117882966394,5,0
19,191,491,22,17,0.3385446476334715,5,0
22,189,840,34,21,0.4801900773220279,4,1
59,186,744,24,15,0.5226931365108133,0,0
65,29,702,60,8,0.920192599767068,0,0
52,96,773,94,40,0.8102960276963459,2,0
68,75,552,22,32,0.25744898784259085,1,0
33,164,760,84,7,0.36432460511540166,4,1
69,72,637,97,13,0.831155654556012,3,0
42,32,330,13,15,0.9114383079417638,2,0
42,135,342,100,29,0.178833361249222,0,0
67,123,711,8,13,0.7727564386560676,0,0
20,139,733,35,32,0.5229544551851182,3,0
48,129,431,25,25,0.9992227120238989,0,0
22,171,558,27,33,0.22336388088633652,0,0
30,83,709,61,24,0.012049974896248705,0,1
31,170,658,40,36,0.24113701771000395,0,1
20,164,731,85,36,0.9536660570954177,2,0
66,83,645,40,2,0.48125733185755404,1,1
52,154,821,97,14,0.791362874055159,5,0
59,145,465,26,37,0.7341621020363812,3,0
40,25,751,84,20,0.9120634940837636,3,1
35,183,606,21,9,0.985095286339739,2,0
66,92,510,30,4,0.7968121186802541,4,0
43,55,578,78,24,0.6687155730691681,4,0
19,183,688,72,19,0.507570620952662,2,0
37,168,514,79,18,0.674252479284851,0,0
31,59,417,65,33,0.059156095537279296,1,0
24,138,446,68,4,0.1042064375378513,1,0
31,85,352,38,31,0.46510895623593096,3,0
19,67,554,5,23,0.2107669326418441,3,0
62,145,606,91,12,0.6946250043820943,3,0
34,180,637,44,29,0.22986863437336924,4,1
36,98,521,17,34,0.818027323252778,1,0
54,94,686,26,25,0.17089634821214894,5,1
58,113,624,93,10,0.9269103978785693,5,0
58,160,799,83,30,0.22918491092778526,2,1
29,58,702,82,19,0.9751633799147684,4,1
64,63,485,73,12,0.09413150023671057,3,0
45,86,824,67,15,0.1972019988510333,2,1
38,183,645,42,22,0.9347947200605281,2,1
34,131,405,27,19,0.5963735306674091,0,0
31,50,320,30,16,0.13192220842346847,5,0
19,48,589,82,15,0.12404349923436431,2,0
52,152,677,51,5,0.279254780914453,3,1
33,142,615,14,33,0.6883363483798938,3,0
49,57,398,37,28,0.9147317347788052,1,0
32,172,434,11,22,0.5662223448106485,2,1
63,153,697,100,8,0.628385052217505,2,0
46,142,544,76,16,0.03685182072579163,4,0
56,35,492,42,3,0.8671640966176769,1,0
24,127,564,15,40,0.4084451724480198,5,0
43,151,528,76,33,0.8815352980116816,4,0
38,27,630,70,7,0.8770308605094929,3,0
23,39,758,51,34,0.014190299994750522,3,0
56,20,600,93,32,0.7087298186064551,1,0
45,28,596,75,33,0.4194169288968924,3,0
37,125,719,77,27,0.3188218961060588,3,1
33,65,814,95,4,0.6592255879008694,0,0
61,167,394,30,26,0.9392952736169602,5,0
20,21,467,54,35,0.969147180958245,1,0
47,150,777,19,15,0.17847209421412236,3,1
64,61,781,88,22,0.5267919098513837,0,0
70,187,797,70,11,0.81155293067782,5,0
69,190,382,60,30,0.21131595896684496,2,0
58,197,410,50,36,0.5217564375721148,5,0
61,123,545,84,12,0.8235527271765656,0,0
44,70,789,44,33,0.5452007351535635,0,0
61,71,312,68,19,0.8136238231382413,3,0
61,101,651,48,14,0.2739693463756029,2,0
28,54,819,33,8,0.956549354474828,2,0
20,46,416,21,17,0.7298450887119022,4,0
40,183,517,10,32,0.8027994315059253,3,0
24,118,358,87,23,0.1786419309184527,2,0
68,69,400,99,18,0.03935939069875882,0,0
29,88,686,39,8,0.19568108545001528,1,1
45,91,643,79,32,0.2571999303398729,5,1
43,132,422,33,21,0.07142764673293578,3,0
65,148,452,87,36,0.9239894123987114,3,0
34,113,485,41,38,0.3477348557636154,0,0
36,170,405,43,9,0.7257365100090378,4,0
68,60,757,49,38,0.8470663781653133,2,0
52,73,630,23,2,0.12200987385076045,5,1
50,177,677,23,30,0.013980485085166583,5,1
50,129,515,87,0,0.9568799455439705,5,0
60,130,663,37,13,0.18780531683598334,4,1
49,20,376,48,0,0.4531740289687326,3,0
32,166,739,13,30,0.5173801834534505,0,0
36,54,493,32,14,0.6078720109915183,2,0
28,195,456,75,10,0.32050995515961367,0,0
33,160,342,68,27,0.2447970621552955,2,0
56,116,680,39,28,0.32387195002056646,1,1
37,28,760,95,8,0.8188751704389413,1,0
44,35,468,74,35,0.43725583920261035,5,1
42,49,446,47,30,0.7009409390177527,1,0
58,87,686,80,3,0.05147568406713654,2,1
28,34,562,42,21,0.9675496917353414,5,0
52,145,326,96,13,0.9983543513232265,2,0
64,127,577,72,30,0.22509725039198858,2,0
54,180,439,5,12,0.806391300461047,1,0
28,185,773,85,30,0.27620963266520904,0,1
63,149,565,61,17,0.27363139273573756,3,0
57,105,335,27,21,0.13291849540135292,5,1
41,67,403,100,23,0.11521656125005197,5,0
67,183,453,13,27,0.9522739596286872,2,0
29,195,732,8,25,0.7253664481494441,0,0
23,58,506,23,30,0.1989406150463927,2,0
57,23,407,87,26,0.09297331344580029,0,0
40,124,565,8,33,0.09451550135006914,1,0
49,80,619,44,12,0.8354686411085447,0,0
21,26,644,19,25,0.35980947726863344,2,0
28,173,737,79,10,0.6304345290007342,1,0
19,136,307,60,8,0.9126176982038638,4,0
50,152,816,89,26,0.011876990741532922,1,1
26,37,542,29,13,0.8371745703444439,2,0
27,196,581,85,14,0.8915732810387438,5,0
70,31,837,11,34,0.3749098380089979,3,0
62,80,765,49,9,0.15117169828232546,3,1
34,111,476,5,7,0.21838213025632403,2,0
49,35,398,82,4,0.1908005996302896,1,0
38,78,447,64,34,0.014307285046622042,4,0
65,96,518,98,30,0.2865459177184627,3,0
26,190,544,85,31,0.8014008692471686,2,0
66,52,586,32,7,0.4704463138736311,2,0
60,200,609,45,11,0.25780964272981155,0,1
54,140,352,26,39,0.20932828991280572,1,0
26,168,594,94,1,0.6088532502222023,2,0
67,54,459,14,39,0.7458102440761548,1,0
52,137,824,9,21,0.14199220593024975,5,1
59,49,572,68,31,0.5445140446092138,0,0
20,82,615,52,6,0.7365579823309495,3,0
68,77,471,76,26,0.5381326727628892,1,0
70,34,348,9,38,0.8370692425570705,4,0
63,106,643,52,31,0.8302240972854418,5,0
43,121,306,54,23,0.693391230881426,2,0
24,133,405,39,27,0.775548450794289,4,0
59,77,387,43,29,0.5881036318885304,4,0
64,190,464,36,26,0.8446064826173758,0,0
57,49,447,9,11,0.20859332001255793,2,0
26,168,391,75,16,0.47277664564684985,1,0
29,95,477,28,6,0.32636128822461696,0,0
52,48,711,52,24,0.1797066658855868,4,0
52,117,394,59,23,0.3233697552343533,3,0
48,136,817,39,37,0.29424357608427487,1,1
62,91,628,81,33,0.4593452030587438,5,1
31,89,448,14,18,0.16753355097267453,0,0
21,45,596,37,16,0.33448060812405667,4,0
70,167,325,13,37,0.14936144743043134,4,0
52,199,849,27,23,0.639670675559954,1,0
23,25,692,17,3,0.6658054604607726,2,0
25,183,501,6,21,0.5738815907652576,5,0
65,43,763,68,9,0.5747762456722708,4,0
35,120,652,19,22,0.2301746338957943,3,1
41,61,466,43,23,0.9464028250221004,3,0
38,192,690,62,19,0.15799423064666818,2,1
42,76,382,69,29,0.6076463832614718,4,0
61,145,703,55,9,0.6593020939717295,0,0
18,192,802,20,4,0.27500676622177145,5,1
18,88,578,87,25,0.9676400655399332,4,0
36,28,810,88,18,0.29316598073091515,1,0
57,69,488,11,32,0.6679103011456768,3,0
70,143,520,29,21,0.5955488962892066,0,0
35,78,416,56,30,0.9799712896090502,0,0
61,35,389,37,19,0.4989713568704347,3,0
64,126,615,41,13,0.3973559541060573,1,1
50,151,748,95,19,0.2808140312089128,5,1
66,168,726,34,34,0.7369220622829524,5,0
40,181,305,52,23,0.005806260909242633,1,0
48,21,419,61,34,0.296381523494719,1,0
18,63,810,27,5,0.476222475539235,4,1
38,97,652,33,35,0.7429875028259558,3,0
57,148,618,68,40,0.44140439987647473,1,1
55,64,336,95,22,0.03958372952589795,4,0
52,112,758,10,0,0.5667529151128025,1,1
61,171,696,72,13,0.33612153583464877,4,1
66,160,323,79,24,0.2558198031929346,3,0
55,181,692,31,12,0.22344094968934947,3,1
25,196,722,83,1,0.09386465972650726,3,1
43,132,479,84,11,0.33703262655176114,5,0
54,100,364,63,10,0.5535916089787103,2,0
30,188,670,82,13,0.34494010442174217,3,1
45,111,555,47,37,0.3881709095177397,3,0
31,68,450,5,33,0.2593662020774835,2,0
67,148,540,94,30,0.8359210861871572,1,0
51,107,610,26,13,0.483309511209833,2,1
67,116,402,60,1,0.22652864522699934,4,0
63,71,543,73,35,0.2801848012742173,4,0
30,86,744,44,13,0.4156272385375932,5,1
57,173,318,72,9,0.35989850979392257,3,0
33,106,467,57,38,0.6809960368579531,2,0
57,59,816,24,9,0.6154768902618886,5,0
66,100,579,93,14,0.6027626521721712,0,0
37,159,848,72,3,0.8580541790063455,0,0
65,33,338,67,8,0.2865570241451274,0,0
50,94,385,79,30,0.9922592037664605,4,0
56,47,364,56,20,0.5240899675544575,3,0
46,111,495,36,1,0.7599670316957243,3,0
38,110,796,67,35,0.08479801624634664,0,1
44,157,528,49,17,0.6630288804436608,2,0
37,117,414,49,39,0.8815458375404567,2,0
66,165,576,71,4,0.8472888121203486,4,0
36,154,831,5,13,0.33959074139582635,4,1
63,176,835,53,32,0.14507550397986724,5,1
46,33,335,61,28,0.9217042255545136,3,0
51,188,590,62,3,0.5193281165510958,5,0
46,51,438,13,8,0.376925963925108,4,0
46,139,656,46,22,0.9179619807013564,3,0
56,141,727,62,31,0.01999268621719208,1,1
63,104,395,49,23,0.8255802019124392,0,1
70,82,750,72,15,0.401165160327027,3,1
49,184,325,94,34,0.43605683051786703,1,0
23,51,542,91,21,0.3921106691353573,1,0
35,37,797,14,14,0.1933556858433909,4,0
59,98,795,61,14,0.16363289262919012,5,1
32,144,566,14,29,0.16753048830427653,3,1
43,64,497,85,15,0.23407905920227956,2,0
47,94,520,43,11,0.8103847939506341,3,0
50,47,573,96,9,0.4742199471639009,2,0
49,139,437,84,10,0.14501416832244862,2,0
51,57,841,41,20,0.02543234136194017,3,1
64,181,771,98,38,0.5030502591468411,1,0
56,115,692,14,20,0.13927847314426034,3,1
55,86,585,84,24,0.4760946447532082,3,0
39,39,405,65,11,0.46939757733863874,4,0
23,94,440,55,22,0.08202622485560007,3,0
47,87,773,81,4,0.35703054298457804,5,1
37,195,800,76,33,0.7695442174635944,3,0
54,152,819,45,12,0.6607353676247317,2,0
20,38,420,10,2,0.45181307841092055,5,0
26,176,408,56,5,0.83583326090984,1,0
60,123,332,33,5,0.27331722301410066,5,0
46,124,345,81,9,0.9203285766270387,0,0
22,24,395,88,7,0.917694153395024,0,0
18,66,350,6,2,0.18609006159406039,0,0
26,171,380,6,17,0.10334058145417857,5,0
27,164,674,100,32,0.006819945002552785,2,1
35,87,605,92,8,0.4698727236363408,1,1
50,137,507,44,7,0.8206600394112492,5,0
55,140,558,16,9,0.8841102132056571,0,1
70,120,789,24,12,0.6660962177579214,5,0
39,114,686,98,6,0.852949554339555,2,0
63,152,544,60,2,0.8276273793621446,2,0
50,22,779,54,40,0.35769436255300624,5,0
38,32,763,78,10,0.630927646498461,5,0
38,143,311,30,6,0.6798748141696267,5,0
45,113,773,88,26,0.0073985281923795165,2,1
26,89,704,68,36,0.7016563687448438,2,0
25,131,322,10,8,0.6074358208951647,3,0
64,200,465,14,17,0.3970682272058039,5,1
39,177,357,100,39,0.7454302669659755,0,0
20,97,341,37,38,0.9804798490105471,0,0
24,169,729,42,39,0.7602105221924912,1,0
19,98,807,100,25,0.026813797817671015,2,1
21,91,589,63,14,0.30764732461884137,5,0
31,59,609,96,2,0.3675258346405462,0,1
53,34,829,8,19,0.27696428084220726,0,0
38,95,830,89,30,0.29621043980003703,4,1
42,126,580,78,18,0.15495823294762068,5,0
58,146,369,8,11,0.7970257433424074,0,0
57,114,827,7,3,0.39040348369719324,3,1
38,177,467,57,22,0.7125650778783753,1,0
29,139,580,37,38,0.16112289671583369,2,0
66,22,763,20,26,0.7966287120673038,5,0
70,29,326,67,11,0.8856237255573897,3,0
20,200,741,75,39,0.9133561975348903,2,0
46,137,607,80,3,0.08446416485287445,1,1
24,159,719,15,5,0.31961782258475613,1,1
19,171,776,68,16,0.2674454143954117,0,1
47,118,506,79,39,0.4190550505890892,5,0
28,125,345,35,2,0.07052280139879608,0,0
60,93,575,92,4,0.22449468840242093,3,0
61,117,451,100,30,0.8104273690648183,5,0
35,56,312,78,24,0.14578803522056305,2,0
52,153,513,31,25,0.295007261243857,0,1
63,185,768,8,5,0.1632199659500715,0,0
30,78,457,6,7,0.007660866890438989,1,0
32,156,831,16,22,0.747302253748589,5,1
63,98,441,60,37,0.7176283968694148,5,0
33,191,343,75,6,0.6543582004072221,1,0
21,190,664,22,11,0.4139095234360195,2,0
55,173,415,99,15,0.4300235873450098,0,0
26,93,830,91,29,0.7945058478747417,5,0
47,199,832,17,24,0.18229253886909247,4,1
24,173,567,67,13,0.8135461799983198,0,0
40,137,682,32,0,0.3083234218197314,5,1
52,72,638,72,12,0.938495158330771,2,0
54,104,736,6,30,0.503062183252985,1,0
57,71,380,11,10,0.2470644407896445,3,0
38,192,802,70,5,0.0578524909990914,1,1
64,153,496,32,20,0.8876583284622761,3,0
67,51,832,37,29,0.08469421158669721,2,1
27,186,588,14,10,0.01142518740375098,2,0
23,133,840,85,16,0.5917510066641541,2,0
35,79,523,38,37,0.023348160783210226,3,0
32,104,716,71,0,0.8320371426764441,3,0
51,92,826,35,2,0.9472278014609896,5,0
52,92,445,49,15,0.14900230483109322,4,0
39,20,849,86,0,0.5689858479644604,2,0
67,81,529,18,2,0.042430737248644546,5,0
51,191,369,16,14,0.56236699862121,4,0
49,129,432,14,40,0.6786019230476671,5,0
39,146,689,17,19,0.6570740902692122,1,0
23,142,407,88,39,0.6678819385013619,5,0
35,43,706,100,28,0.1968671510108072,3,0
54,30,619,10,2,0.9704870906370644,5,0
66,106,303,60,18,0.22532872632877532,4,1
47,151,796,66,18,0.1800223068640845,4,1
42,90,629,40,16,0.09142507416300316,1,1
27,90,430,61,1,0.6551364772498361,2,0
48,131,670,73,11,0.10012369871987037,3,1
41,86,618,83,40,0.2674280726092071,0,0
56,126,606,44,39,0.34319379844336184,2,1
27,163,620,50,21,0.8858996238957495,2,0
69,149,570,99,29,0.19423675800664908,5,0
66,160,373,16,16,0.5357922618156125,3,0
38,143,810,70,2,0.7916733605776747,2,0
26,162,324,71,15,0.596340765110103,2,0
33,40,616,23,35,0.8159249910219764,4,0
30,194,812,98,8,0.7773417890443545,1,0
67,87,431,7,36,0.17119167959052517,3,0
26,87,453,71,16,0.19169024135328938,1,0
61,80,552,91,7,0.3312983404606731,1,0
